cell_x,cell_y,gt_label,pred_label
8701.0,1255.0,epithelial cells,epithelial cells
8387.0,2531.0,epithelial cells,epithelial cells
8924.0,1863.0,epithelial cells,epithelial cells
7247.0,1572.0,epithelial cells,epithelial cells
8632.0,1333.0,epithelial cells,epithelial cells
8293.0,902.0,epithelial cells,other
8444.0,3051.0,stromal cells,other
8010.0,1384.0,epithelial cells,epithelial cells
8705.0,2466.0,epithelial cells,epithelial cells
8076.0,2267.0,epithelial cells,epithelial cells
8435.0,1860.0,epithelial cells,epithelial cells
8489.0,2284.0,epithelial cells,epithelial cells
9059.0,1274.0,epithelial cells,epithelial cells
8709.0,274.0,epithelial cells,epithelial cells
8311.0,1066.0,epithelial cells,epithelial cells
8115.0,2271.0,epithelial cells,epithelial cells
7992.0,638.0,epithelial cells,epithelial cells
6546.0,1821.0,epithelial cells,epithelial cells
9042.0,318.0,epithelial cells,immune cells
6617.0,528.0,epithelial cells,epithelial cells
8093.0,1509.0,epithelial cells,epithelial cells
8086.0,868.0,epithelial cells,epithelial cells
7338.0,2154.0,epithelial cells,epithelial cells
8450.0,3002.0,stromal cells,other
8844.0,2961.0,epithelial cells,epithelial cells
9004.0,2825.0,epithelial cells,epithelial cells
8763.0,2831.0,epithelial cells,epithelial cells
8973.0,1909.0,epithelial cells,epithelial cells
8418.0,2097.0,epithelial cells,epithelial cells
8164.0,925.0,epithelial cells,epithelial cells
8662.0,2256.0,stromal cells,immune cells
9309.0,2341.0,epithelial cells,epithelial cells
8599.0,2855.0,epithelial cells,immune cells
8255.0,1943.0,epithelial cells,epithelial cells
8415.0,1355.0,epithelial cells,epithelial cells
8183.0,1131.0,stromal cells,immune cells
7290.0,810.0,stromal cells,epithelial cells
8154.0,1574.0,epithelial cells,epithelial cells
6614.0,2976.0,epithelial cells,epithelial cells
9082.0,3068.0,epithelial cells,immune cells
8496.0,2963.0,stromal cells,epithelial cells
7694.0,1430.0,epithelial cells,epithelial cells
6908.0,2089.0,epithelial cells,epithelial cells
8128.0,2699.0,epithelial cells,epithelial cells
8781.0,1698.0,epithelial cells,epithelial cells
8185.0,2599.0,epithelial cells,epithelial cells
8323.0,2576.0,epithelial cells,epithelial cells
6487.0,588.0,stromal cells,immune cells
8371.0,3082.0,epithelial cells,other
6320.0,2829.0,epithelial cells,immune cells
6587.0,228.0,epithelial cells,epithelial cells
8721.0,2168.0,epithelial cells,epithelial cells
8810.0,281.0,epithelial cells,epithelial cells
6893.0,2660.0,epithelial cells,epithelial cells
7037.0,898.0,epithelial cells,epithelial cells
7898.0,1258.0,epithelial cells,epithelial cells
7347.0,768.0,epithelial cells,epithelial cells
6767.0,716.0,epithelial cells,epithelial cells
8555.0,1238.0,epithelial cells,immune cells
8530.0,3082.0,epithelial cells,epithelial cells
7351.0,2983.0,epithelial cells,epithelial cells
6890.0,478.0,epithelial cells,epithelial cells
7060.0,2668.0,epithelial cells,epithelial cells
6740.0,425.0,epithelial cells,epithelial cells
8811.0,2183.0,epithelial cells,epithelial cells
8874.0,2109.0,epithelial cells,epithelial cells
8907.0,1200.0,epithelial cells,epithelial cells
7168.0,2275.0,epithelial cells,epithelial cells
9314.0,2211.0,epithelial cells,epithelial cells
6776.0,2930.0,epithelial cells,epithelial cells
7990.0,1495.0,epithelial cells,epithelial cells
9057.0,2448.0,epithelial cells,epithelial cells
6662.0,1731.0,epithelial cells,epithelial cells
8763.0,1166.0,epithelial cells,epithelial cells
7878.0,1145.0,epithelial cells,other
6535.0,803.0,epithelial cells,epithelial cells
8432.0,1264.0,epithelial cells,epithelial cells
7249.0,424.0,epithelial cells,epithelial cells
8095.0,2917.0,epithelial cells,epithelial cells
8952.0,2143.0,epithelial cells,epithelial cells
8607.0,3043.0,epithelial cells,epithelial cells
8603.0,742.0,epithelial cells,other
6814.0,2613.0,epithelial cells,epithelial cells
8095.0,798.0,epithelial cells,epithelial cells
6549.0,1062.0,epithelial cells,epithelial cells
6369.0,2853.0,epithelial cells,epithelial cells
7617.0,939.0,epithelial cells,epithelial cells
7264.0,2948.0,epithelial cells,epithelial cells
9211.0,2892.0,epithelial cells,epithelial cells
7164.0,1055.0,epithelial cells,epithelial cells
7828.0,1057.0,epithelial cells,epithelial cells
6588.0,2839.0,epithelial cells,epithelial cells
8932.0,1069.0,epithelial cells,epithelial cells
6736.0,2511.0,epithelial cells,epithelial cells
6534.0,1018.0,epithelial cells,epithelial cells
6884.0,1136.0,epithelial cells,epithelial cells
8745.0,2872.0,epithelial cells,epithelial cells
6808.0,791.0,stromal cells,epithelial cells
8031.0,1341.0,epithelial cells,epithelial cells
8682.0,1394.0,epithelial cells,epithelial cells
6758.0,2642.0,epithelial cells,epithelial cells
7747.0,877.0,epithelial cells,epithelial cells
8095.0,798.0,epithelial cells,epithelial cells
8715.0,478.0,epithelial cells,epithelial cells
8076.0,2146.0,epithelial cells,epithelial cells
8473.0,3185.0,epithelial cells,epithelial cells
6770.0,470.0,stromal cells,other
9209.0,636.0,epithelial cells,epithelial cells
8134.0,876.0,epithelial cells,epithelial cells
8965.0,1111.0,epithelial cells,epithelial cells
7253.0,3114.0,immune cells,epithelial cells
8905.0,1906.0,stromal cells,other
7189.0,1530.0,stromal cells,other
7291.0,3218.0,epithelial cells,epithelial cells
8422.0,3030.0,stromal cells,immune cells
8968.0,2037.0,epithelial cells,immune cells
9245.0,444.0,epithelial cells,epithelial cells
8188.0,2698.0,epithelial cells,epithelial cells
8763.0,2895.0,epithelial cells,epithelial cells
6550.0,475.0,epithelial cells,epithelial cells
6845.0,2494.0,epithelial cells,epithelial cells
8903.0,879.0,epithelial cells,epithelial cells
9023.0,2832.0,epithelial cells,epithelial cells
7368.0,3047.0,epithelial cells,epithelial cells
6447.0,648.0,epithelial cells,epithelial cells
7642.0,1210.0,immune cells,epithelial cells
8594.0,686.0,epithelial cells,other
8728.0,1420.0,epithelial cells,epithelial cells
6949.0,863.0,epithelial cells,epithelial cells
8622.0,1103.0,epithelial cells,epithelial cells
8154.0,1974.0,epithelial cells,epithelial cells
7644.0,1307.0,epithelial cells,epithelial cells
7832.0,1492.0,epithelial cells,immune cells
8361.0,2254.0,epithelial cells,epithelial cells
8514.0,3112.0,epithelial cells,epithelial cells
6961.0,1475.0,epithelial cells,epithelial cells
8269.0,3142.0,epithelial cells,epithelial cells
8588.0,3104.0,epithelial cells,epithelial cells
7183.0,904.0,epithelial cells,epithelial cells
8157.0,2475.0,epithelial cells,epithelial cells
6846.0,2520.0,epithelial cells,epithelial cells
8715.0,478.0,epithelial cells,epithelial cells
8637.0,1210.0,epithelial cells,epithelial cells
7129.0,2163.0,epithelial cells,epithelial cells
6581.0,2614.0,epithelial cells,epithelial cells
9185.0,2908.0,epithelial cells,epithelial cells
8238.0,1243.0,stromal cells,epithelial cells
8812.0,1582.0,epithelial cells,epithelial cells
8074.0,1195.0,epithelial cells,epithelial cells
8159.0,2619.0,epithelial cells,immune cells
6400.0,262.0,epithelial cells,epithelial cells
8554.0,2315.0,epithelial cells,epithelial cells
8730.0,2237.0,epithelial cells,epithelial cells
8763.0,2150.0,epithelial cells,immune cells
8134.0,2459.0,epithelial cells,epithelial cells
9045.0,1727.0,epithelial cells,epithelial cells
7143.0,751.0,epithelial cells,epithelial cells
9181.0,1953.0,epithelial cells,epithelial cells
8238.0,1827.0,epithelial cells,epithelial cells
7779.0,1219.0,epithelial cells,epithelial cells
6672.0,2754.0,epithelial cells,epithelial cells
6683.0,2376.0,stromal cells,stromal cells
8745.0,2872.0,epithelial cells,epithelial cells
8921.0,1341.0,epithelial cells,epithelial cells
6752.0,2757.0,epithelial cells,epithelial cells
8477.0,1005.0,epithelial cells,epithelial cells
7736.0,453.0,stromal cells,epithelial cells
8518.0,1897.0,epithelial cells,epithelial cells
7665.0,1423.0,epithelial cells,epithelial cells
8492.0,1851.0,epithelial cells,epithelial cells
8790.0,2828.0,epithelial cells,epithelial cells
6638.0,2549.0,epithelial cells,epithelial cells
8929.0,932.0,epithelial cells,epithelial cells
8640.0,1896.0,epithelial cells,immune cells
6426.0,1191.0,epithelial cells,epithelial cells
9021.0,1690.0,epithelial cells,epithelial cells
8058.0,2799.0,epithelial cells,epithelial cells
8814.0,1462.0,epithelial cells,epithelial cells
8778.0,2914.0,epithelial cells,epithelial cells
8140.0,1908.0,epithelial cells,epithelial cells
7070.0,2541.0,epithelial cells,epithelial cells
8983.0,2444.0,epithelial cells,epithelial cells
6806.0,1130.0,epithelial cells,epithelial cells
7066.0,1472.0,epithelial cells,epithelial cells
6926.0,2771.0,epithelial cells,epithelial cells
8447.0,2144.0,epithelial cells,epithelial cells
6826.0,1784.0,stromal cells,immune cells
7174.0,1864.0,stromal cells,other
9004.0,2285.0,immune cells,epithelial cells
7893.0,886.0,epithelial cells,epithelial cells
8993.0,935.0,epithelial cells,epithelial cells
8827.0,2540.0,epithelial cells,epithelial cells
8519.0,1874.0,epithelial cells,epithelial cells
8102.0,2678.0,epithelial cells,epithelial cells
6310.0,1378.0,epithelial cells,epithelial cells
8827.0,2512.0,epithelial cells,epithelial cells
8374.0,2497.0,epithelial cells,epithelial cells
6639.0,2641.0,epithelial cells,epithelial cells
6990.0,2864.0,stromal cells,immune cells
7269.0,2016.0,stromal cells,epithelial cells
8154.0,2077.0,epithelial cells,epithelial cells
6350.0,1066.0,epithelial cells,epithelial cells
8860.0,2075.0,epithelial cells,epithelial cells
7110.0,1919.0,stromal cells,epithelial cells
9053.0,2005.0,epithelial cells,epithelial cells
8295.0,2919.0,epithelial cells,epithelial cells
9235.0,1781.0,epithelial cells,epithelial cells
8760.0,1813.0,stromal cells,other
8553.0,1873.0,epithelial cells,epithelial cells
7321.0,3028.0,stromal cells,other
6585.0,1336.0,epithelial cells,epithelial cells
9085.0,3103.0,epithelial cells,epithelial cells
8258.0,2003.0,epithelial cells,epithelial cells
7893.0,1000.0,epithelial cells,epithelial cells
9042.0,2678.0,epithelial cells,epithelial cells
6854.0,1669.0,stromal cells,stromal cells
7102.0,2557.0,stromal cells,epithelial cells
8722.0,1499.0,epithelial cells,epithelial cells
6341.0,2542.0,epithelial cells,epithelial cells
8449.0,1803.0,epithelial cells,epithelial cells
8815.0,1511.0,epithelial cells,epithelial cells
8883.0,968.0,epithelial cells,epithelial cells
6974.0,1774.0,epithelial cells,epithelial cells
6740.0,1569.0,epithelial cells,epithelial cells
7587.0,758.0,epithelial cells,epithelial cells
7114.0,700.0,epithelial cells,epithelial cells
8265.0,911.0,epithelial cells,epithelial cells
9311.0,2955.0,epithelial cells,epithelial cells
8725.0,1183.0,epithelial cells,epithelial cells
8277.0,1907.0,epithelial cells,epithelial cells
7317.0,2494.0,epithelial cells,epithelial cells
8974.0,2239.0,epithelial cells,epithelial cells
8112.0,2516.0,epithelial cells,other
8184.0,2960.0,epithelial cells,epithelial cells
7058.0,1870.0,epithelial cells,epithelial cells
8220.0,1887.0,epithelial cells,epithelial cells
8785.0,2015.0,epithelial cells,other
8269.0,2316.0,epithelial cells,epithelial cells
6990.0,1593.0,epithelial cells,epithelial cells
8965.0,904.0,epithelial cells,epithelial cells
6732.0,1237.0,epithelial cells,epithelial cells
8062.0,2944.0,epithelial cells,epithelial cells
6950.0,2506.0,stromal cells,epithelial cells
9168.0,1969.0,epithelial cells,epithelial cells
7229.0,2306.0,epithelial cells,epithelial cells
8580.0,2471.0,stromal cells,stromal cells
8725.0,1635.0,epithelial cells,epithelial cells
8175.0,1501.0,epithelial cells,epithelial cells
6353.0,1412.0,epithelial cells,epithelial cells
7226.0,1982.0,stromal cells,stromal cells
9272.0,1306.0,epithelial cells,epithelial cells
7377.0,2240.0,epithelial cells,epithelial cells
7015.0,1678.0,epithelial cells,epithelial cells
8889.0,2015.0,epithelial cells,epithelial cells
9026.0,333.0,stromal cells,stromal cells
7563.0,1333.0,epithelial cells,epithelial cells
8963.0,273.0,stromal cells,immune cells
9080.0,1724.0,epithelial cells,epithelial cells
7738.0,278.0,epithelial cells,epithelial cells
6624.0,1046.0,epithelial cells,epithelial cells
7947.0,1142.0,epithelial cells,epithelial cells
8861.0,2261.0,epithelial cells,epithelial cells
7110.0,640.0,epithelial cells,epithelial cells
6336.0,834.0,epithelial cells,epithelial cells
8822.0,3003.0,epithelial cells,epithelial cells
9069.0,2963.0,epithelial cells,epithelial cells
7026.0,2168.0,epithelial cells,epithelial cells
7323.0,2714.0,epithelial cells,epithelial cells
7878.0,1145.0,epithelial cells,other
7117.0,1722.0,epithelial cells,epithelial cells
8938.0,1088.0,epithelial cells,epithelial cells
8052.0,1102.0,epithelial cells,epithelial cells
9265.0,1377.0,epithelial cells,other
8669.0,1333.0,epithelial cells,epithelial cells
8963.0,2916.0,epithelial cells,epithelial cells
8227.0,1482.0,epithelial cells,epithelial cells
8615.0,2512.0,stromal cells,immune cells
8849.0,2353.0,epithelial cells,epithelial cells
6763.0,3134.0,stromal cells,immune cells
9042.0,2762.0,epithelial cells,epithelial cells
7995.0,657.0,epithelial cells,epithelial cells
7864.0,1102.0,epithelial cells,epithelial cells
7937.0,1625.0,epithelial cells,epithelial cells
7580.0,445.0,epithelial cells,epithelial cells
8843.0,2985.0,epithelial cells,epithelial cells
8632.0,2699.0,epithelial cells,epithelial cells
7792.0,1615.0,epithelial cells,epithelial cells
8284.0,2056.0,epithelial cells,epithelial cells
6399.0,1024.0,epithelial cells,epithelial cells
6994.0,807.0,epithelial cells,epithelial cells
7579.0,283.0,stromal cells,other
6778.0,344.0,epithelial cells,epithelial cells
8849.0,2353.0,epithelial cells,epithelial cells
8258.0,2003.0,epithelial cells,epithelial cells
7517.0,1316.0,epithelial cells,epithelial cells
8454.0,2403.0,stromal cells,other
9243.0,547.0,stromal cells,stromal cells
8903.0,2887.0,epithelial cells,epithelial cells
8623.0,1838.0,epithelial cells,epithelial cells
8635.0,1954.0,epithelial cells,epithelial cells
6648.0,1283.0,epithelial cells,epithelial cells
7253.0,1623.0,epithelial cells,epithelial cells
6648.0,3058.0,epithelial cells,epithelial cells
6788.0,783.0,epithelial cells,epithelial cells
8766.0,637.0,epithelial cells,epithelial cells
8661.0,444.0,epithelial cells,epithelial cells
9257.0,399.0,epithelial cells,epithelial cells
6610.0,1637.0,epithelial cells,epithelial cells
8035.0,3064.0,epithelial cells,epithelial cells
7239.0,2649.0,epithelial cells,epithelial cells
6600.0,944.0,epithelial cells,epithelial cells
8188.0,3196.0,epithelial cells,other
8488.0,2339.0,epithelial cells,epithelial cells
8328.0,1457.0,epithelial cells,epithelial cells
7203.0,953.0,epithelial cells,epithelial cells
7150.0,1866.0,stromal cells,immune cells
7338.0,2154.0,epithelial cells,epithelial cells
8921.0,1667.0,epithelial cells,epithelial cells
6709.0,946.0,stromal cells,stromal cells
8136.0,1606.0,epithelial cells,epithelial cells
8344.0,972.0,epithelial cells,epithelial cells
8943.0,2101.0,epithelial cells,epithelial cells
7349.0,405.0,epithelial cells,epithelial cells
8987.0,1246.0,epithelial cells,epithelial cells
6516.0,567.0,epithelial cells,epithelial cells
8964.0,950.0,epithelial cells,epithelial cells
6997.0,2373.0,epithelial cells,epithelial cells
8286.0,2863.0,epithelial cells,epithelial cells
6814.0,3049.0,epithelial cells,epithelial cells
9254.0,3053.0,epithelial cells,epithelial cells
8002.0,1517.0,epithelial cells,epithelial cells
9154.0,702.0,epithelial cells,epithelial cells
6894.0,1691.0,stromal cells,epithelial cells
8497.0,2026.0,epithelial cells,epithelial cells
8126.0,2117.0,epithelial cells,immune cells
7389.0,760.0,epithelial cells,epithelial cells
6394.0,1331.0,epithelial cells,epithelial cells
7425.0,977.0,epithelial cells,epithelial cells
6610.0,1681.0,epithelial cells,epithelial cells
9026.0,1723.0,epithelial cells,epithelial cells
7038.0,2389.0,epithelial cells,epithelial cells
7130.0,1707.0,epithelial cells,epithelial cells
8897.0,285.0,epithelial cells,other
9315.0,3189.0,epithelial cells,epithelial cells
8180.0,2261.0,epithelial cells,epithelial cells
8533.0,386.0,stromal cells,immune cells
8610.0,1735.0,epithelial cells,epithelial cells
6620.0,2759.0,epithelial cells,epithelial cells
8178.0,2247.0,epithelial cells,epithelial cells
8079.0,2183.0,epithelial cells,epithelial cells
9169.0,2471.0,epithelial cells,epithelial cells
8477.0,2437.0,epithelial cells,epithelial cells
8866.0,2058.0,epithelial cells,epithelial cells
7749.0,1347.0,epithelial cells,epithelial cells
9016.0,1047.0,epithelial cells,epithelial cells
6535.0,803.0,epithelial cells,epithelial cells
8397.0,1210.0,epithelial cells,epithelial cells
8974.0,3068.0,epithelial cells,epithelial cells
6884.0,2519.0,epithelial cells,epithelial cells
6375.0,2513.0,epithelial cells,epithelial cells
7403.0,1084.0,epithelial cells,epithelial cells
8640.0,1167.0,epithelial cells,epithelial cells
7912.0,1511.0,immune cells,epithelial cells
7212.0,1769.0,stromal cells,stromal cells
7994.0,1054.0,epithelial cells,epithelial cells
7996.0,1856.0,epithelial cells,epithelial cells
7643.0,2500.0,stromal cells,unmatched
7166.0,3177.0,epithelial cells,epithelial cells
8547.0,244.0,epithelial cells,epithelial cells
8799.0,2994.0,epithelial cells,epithelial cells
8621.0,1318.0,epithelial cells,epithelial cells
8627.0,2256.0,epithelial cells,immune cells
7876.0,1017.0,epithelial cells,epithelial cells
8284.0,2056.0,epithelial cells,epithelial cells
7514.0,646.0,epithelial cells,epithelial cells
7822.0,1526.0,epithelial cells,epithelial cells
9296.0,1478.0,stromal cells,stromal cells
8658.0,1568.0,epithelial cells,epithelial cells
9230.0,1462.0,stromal cells,immune cells
8059.0,1465.0,epithelial cells,epithelial cells
7936.0,806.0,stromal cells,epithelial cells
7323.0,2785.0,epithelial cells,other
6566.0,1768.0,epithelial cells,epithelial cells
7766.0,931.0,epithelial cells,epithelial cells
6420.0,2387.0,epithelial cells,epithelial cells
8928.0,2202.0,epithelial cells,epithelial cells
6546.0,1821.0,epithelial cells,epithelial cells
7359.0,2653.0,epithelial cells,epithelial cells
6372.0,1154.0,epithelial cells,epithelial cells
8053.0,1870.0,epithelial cells,immune cells
6354.0,2420.0,epithelial cells,epithelial cells
8523.0,1221.0,epithelial cells,other
8522.0,1181.0,stromal cells,other
8332.0,1682.0,epithelial cells,epithelial cells
6441.0,3044.0,immune cells,epithelial cells
7298.0,3071.0,epithelial cells,stromal cells
7527.0,596.0,epithelial cells,epithelial cells
8731.0,2085.0,epithelial cells,epithelial cells
9267.0,2464.0,epithelial cells,epithelial cells
6395.0,2819.0,epithelial cells,epithelial cells
6609.0,1250.0,epithelial cells,epithelial cells
8731.0,2182.0,epithelial cells,epithelial cells
9317.0,1252.0,epithelial cells,epithelial cells
8977.0,2619.0,epithelial cells,epithelial cells
6506.0,2988.0,epithelial cells,epithelial cells
8580.0,1933.0,epithelial cells,epithelial cells
7102.0,2418.0,epithelial cells,epithelial cells
6598.0,3079.0,epithelial cells,epithelial cells
7851.0,642.0,stromal cells,epithelial cells
7994.0,690.0,epithelial cells,epithelial cells
6706.0,1885.0,stromal cells,other
8698.0,1853.0,epithelial cells,epithelial cells
8081.0,2088.0,epithelial cells,epithelial cells
7518.0,230.0,stromal cells,other
8982.0,2421.0,epithelial cells,epithelial cells
6414.0,649.0,epithelial cells,epithelial cells
6819.0,1599.0,epithelial cells,epithelial cells
6534.0,937.0,epithelial cells,epithelial cells
7290.0,810.0,epithelial cells,epithelial cells
8421.0,2426.0,epithelial cells,immune cells
8149.0,2666.0,epithelial cells,epithelial cells
9250.0,2829.0,epithelial cells,epithelial cells
9201.0,2306.0,epithelial cells,epithelial cells
6664.0,2035.0,epithelial cells,epithelial cells
7947.0,1142.0,epithelial cells,epithelial cells
9047.0,2389.0,immune cells,immune cells
6870.0,2973.0,epithelial cells,epithelial cells
8284.0,2650.0,epithelial cells,epithelial cells
6608.0,920.0,epithelial cells,epithelial cells
8122.0,2475.0,epithelial cells,epithelial cells
7397.0,1016.0,epithelial cells,epithelial cells
6588.0,2839.0,epithelial cells,epithelial cells
6856.0,1580.0,epithelial cells,epithelial cells
6882.0,2469.0,epithelial cells,epithelial cells
7909.0,1055.0,epithelial cells,epithelial cells
7243.0,2761.0,epithelial cells,epithelial cells
8518.0,521.0,epithelial cells,epithelial cells
6944.0,2942.0,epithelial cells,epithelial cells
7074.0,1652.0,epithelial cells,epithelial cells
7329.0,2268.0,stromal cells,other
9316.0,1699.0,epithelial cells,epithelial cells
8182.0,2511.0,epithelial cells,epithelial cells
8137.0,1560.0,epithelial cells,epithelial cells
6939.0,713.0,epithelial cells,epithelial cells
8552.0,1951.0,epithelial cells,epithelial cells
8803.0,2050.0,epithelial cells,epithelial cells
8893.0,1822.0,epithelial cells,epithelial cells
8855.0,2377.0,epithelial cells,epithelial cells
6347.0,2676.0,epithelial cells,epithelial cells
7276.0,1862.0,stromal cells,immune cells
9246.0,2084.0,epithelial cells,epithelial cells
6643.0,304.0,epithelial cells,epithelial cells
8654.0,2162.0,stromal cells,immune cells
7974.0,626.0,epithelial cells,epithelial cells
9313.0,250.0,epithelial cells,epithelial cells
8288.0,2381.0,epithelial cells,epithelial cells
7841.0,1646.0,epithelial cells,epithelial cells
6639.0,2641.0,epithelial cells,epithelial cells
7037.0,2715.0,epithelial cells,epithelial cells
8069.0,1603.0,epithelial cells,epithelial cells
7889.0,972.0,epithelial cells,epithelial cells
8252.0,2913.0,epithelial cells,epithelial cells
6718.0,1123.0,epithelial cells,epithelial cells
8612.0,3175.0,epithelial cells,epithelial cells
6382.0,1245.0,epithelial cells,epithelial cells
6684.0,1244.0,epithelial cells,epithelial cells
8161.0,1099.0,stromal cells,other
9130.0,1733.0,epithelial cells,epithelial cells
6943.0,2694.0,stromal cells,immune cells
8642.0,475.0,epithelial cells,epithelial cells
8511.0,2633.0,epithelial cells,epithelial cells
7190.0,395.0,epithelial cells,epithelial cells
6365.0,878.0,epithelial cells,epithelial cells
8801.0,1606.0,epithelial cells,epithelial cells
6354.0,2609.0,epithelial cells,epithelial cells
6347.0,982.0,epithelial cells,epithelial cells
8179.0,1927.0,epithelial cells,epithelial cells
6698.0,2090.0,stromal cells,epithelial cells
8555.0,1411.0,epithelial cells,epithelial cells
8924.0,819.0,epithelial cells,epithelial cells
7343.0,1960.0,epithelial cells,epithelial cells
9024.0,1193.0,epithelial cells,immune cells
8932.0,1069.0,epithelial cells,epithelial cells
8174.0,1803.0,epithelial cells,epithelial cells
7958.0,1751.0,epithelial cells,epithelial cells
8807.0,1555.0,epithelial cells,immune cells
6683.0,570.0,epithelial cells,epithelial cells
6475.0,499.0,epithelial cells,epithelial cells
8812.0,503.0,epithelial cells,epithelial cells
9254.0,3053.0,epithelial cells,epithelial cells
8989.0,405.0,epithelial cells,epithelial cells
7418.0,1042.0,epithelial cells,epithelial cells
7777.0,1538.0,epithelial cells,epithelial cells
7366.0,925.0,epithelial cells,epithelial cells
8958.0,2484.0,epithelial cells,epithelial cells
8244.0,1920.0,epithelial cells,epithelial cells
7431.0,470.0,epithelial cells,epithelial cells
6538.0,2172.0,epithelial cells,epithelial cells
8112.0,1672.0,epithelial cells,immune cells
7129.0,2085.0,epithelial cells,epithelial cells
8260.0,1115.0,epithelial cells,epithelial cells
7156.0,2050.0,epithelial cells,epithelial cells
8311.0,2903.0,stromal cells,epithelial cells
8751.0,524.0,epithelial cells,epithelial cells
6559.0,252.0,epithelial cells,epithelial cells
9091.0,2695.0,epithelial cells,epithelial cells
7661.0,253.0,epithelial cells,epithelial cells
6413.0,2896.0,epithelial cells,epithelial cells
6336.0,2630.0,epithelial cells,epithelial cells
8772.0,2297.0,epithelial cells,epithelial cells
8063.0,1839.0,epithelial cells,epithelial cells
8929.0,2046.0,epithelial cells,epithelial cells
6679.0,312.0,epithelial cells,epithelial cells
9073.0,3199.0,epithelial cells,other
8207.0,780.0,epithelial cells,epithelial cells
6905.0,1513.0,epithelial cells,epithelial cells
9199.0,1907.0,stromal cells,epithelial cells
9149.0,2005.0,epithelial cells,epithelial cells
7151.0,1744.0,epithelial cells,epithelial cells
6767.0,1221.0,epithelial cells,epithelial cells
8652.0,1691.0,stromal cells,other
8456.0,2109.0,epithelial cells,epithelial cells
8557.0,2891.0,epithelial cells,epithelial cells
7972.0,1294.0,epithelial cells,epithelial cells
8532.0,3014.0,epithelial cells,immune cells
8327.0,1804.0,epithelial cells,epithelial cells
8459.0,1935.0,epithelial cells,immune cells
6540.0,2413.0,epithelial cells,epithelial cells
8676.0,1192.0,epithelial cells,epithelial cells
6385.0,838.0,epithelial cells,epithelial cells
6835.0,1766.0,stromal cells,immune cells
8978.0,1132.0,epithelial cells,epithelial cells
7367.0,1825.0,epithelial cells,epithelial cells
9052.0,1583.0,epithelial cells,epithelial cells
7880.0,829.0,epithelial cells,epithelial cells
9148.0,1625.0,epithelial cells,epithelial cells
8176.0,1957.0,epithelial cells,epithelial cells
8220.0,3097.0,epithelial cells,epithelial cells
7841.0,1036.0,epithelial cells,epithelial cells
8973.0,2999.0,epithelial cells,immune cells
7282.0,2841.0,epithelial cells,epithelial cells
8500.0,2452.0,stromal cells,epithelial cells
8841.0,2590.0,epithelial cells,epithelial cells
7343.0,2006.0,epithelial cells,epithelial cells
6658.0,2908.0,epithelial cells,epithelial cells
9201.0,872.0,epithelial cells,unmatched
8529.0,1243.0,epithelial cells,epithelial cells
7801.0,319.0,epithelial cells,epithelial cells
8396.0,1825.0,epithelial cells,epithelial cells
8374.0,1001.0,epithelial cells,epithelial cells
8342.0,1983.0,epithelial cells,epithelial cells
9110.0,256.0,epithelial cells,epithelial cells
9184.0,2019.0,epithelial cells,epithelial cells
6720.0,3097.0,epithelial cells,epithelial cells
6377.0,902.0,epithelial cells,epithelial cells
6393.0,1293.0,epithelial cells,epithelial cells
7704.0,816.0,epithelial cells,epithelial cells
9102.0,316.0,epithelial cells,epithelial cells
8492.0,1164.0,epithelial cells,epithelial cells
9210.0,313.0,epithelial cells,epithelial cells
8325.0,3079.0,stromal cells,epithelial cells
8311.0,2390.0,epithelial cells,epithelial cells
8670.0,1890.0,epithelial cells,other
8657.0,3205.0,epithelial cells,epithelial cells
8274.0,2218.0,epithelial cells,epithelial cells
8524.0,1264.0,epithelial cells,epithelial cells
7273.0,2502.0,epithelial cells,epithelial cells
8591.0,2168.0,immune cells,other
9294.0,1787.0,epithelial cells,epithelial cells
7143.0,833.0,epithelial cells,epithelial cells
6342.0,2378.0,epithelial cells,epithelial cells
7168.0,2116.0,epithelial cells,epithelial cells
8818.0,629.0,epithelial cells,epithelial cells
6661.0,2965.0,epithelial cells,epithelial cells
8087.0,670.0,epithelial cells,epithelial cells
7032.0,1621.0,epithelial cells,epithelial cells
7372.0,2263.0,epithelial cells,epithelial cells
8889.0,1319.0,epithelial cells,epithelial cells
8031.0,1298.0,epithelial cells,epithelial cells
7111.0,2069.0,epithelial cells,epithelial cells
6892.0,1111.0,epithelial cells,epithelial cells
6906.0,1166.0,epithelial cells,epithelial cells
8337.0,2060.0,epithelial cells,epithelial cells
8884.0,2393.0,epithelial cells,epithelial cells
8264.0,2506.0,epithelial cells,immune cells
6885.0,427.0,epithelial cells,epithelial cells
9130.0,1733.0,epithelial cells,epithelial cells
8293.0,2401.0,epithelial cells,epithelial cells
9148.0,3063.0,epithelial cells,epithelial cells
7234.0,2979.0,epithelial cells,epithelial cells
6705.0,1906.0,stromal cells,stromal cells
9303.0,575.0,stromal cells,stromal cells
8622.0,866.0,epithelial cells,epithelial cells
7628.0,1375.0,epithelial cells,epithelial cells
8587.0,667.0,epithelial cells,epithelial cells
7166.0,3177.0,epithelial cells,epithelial cells
8089.0,2035.0,epithelial cells,epithelial cells
8881.0,3003.0,epithelial cells,epithelial cells
7238.0,2695.0,epithelial cells,epithelial cells
8695.0,926.0,epithelial cells,epithelial cells
8792.0,2092.0,epithelial cells,immune cells
